Time,FPR
2019-11-21 10:14:32,0.0
2019-11-21 10:15:04,0.009433962264150943
2019-11-21 10:15:27,0.004878048780487805
2019-11-21 10:15:51,0.003278688524590164
2019-11-21 10:16:15,0.0024752475247524753
2019-11-21 10:16:38,0.0019880715705765406
2019-11-21 10:17:02,0.0016611295681063123
2019-11-21 10:17:26,0.0014245014245014246
2019-11-21 10:17:57,0.0012484394506866417
2019-11-21 10:18:22,0.0011111111111111111
2019-11-21 10:18:56,0.001001001001001001
2019-11-21 10:19:28,0.0009099181073703367
2019-11-21 10:19:59,0.0008347245409015025
2019-11-21 10:20:28,0.0007710100231303007
2019-11-21 10:20:57,0.0007163323782234957
2019-11-21 10:21:30,0.0006684491978609625
2019-11-21 10:21:58,0.0006269592476489029
2019-11-21 10:22:26,0.0005903187721369539
2019-11-21 10:22:54,0.0011160714285714285
2019-11-21 10:23:22,0.0010621348911311736
2019-11-21 10:23:55,0.0010095911155981827
2019-11-21 10:24:27,0.0009615384615384616
2019-11-21 10:24:57,0.0009178522257916476
2019-11-21 10:25:28,0.000877963125548727
2019-11-21 10:25:57,0.0008410428931875525
2019-11-21 10:26:26,0.0008077544426494346
2019-11-21 10:26:53,0.000777000777000777
2019-11-21 10:27:19,0.0007482229704451926
2019-11-21 10:27:46,0.0007217610970768675
2019-11-21 10:28:11,0.0006968641114982578
2019-11-21 10:28:38,0.0006736274840013472
2019-11-21 10:29:07,0.0006521030322791001
2019-11-21 10:29:34,0.0006317119393556538
2019-11-21 10:30:00,0.0006125574272588055
2019-11-21 10:30:27,0.0005941770647653001
2019-11-21 10:30:52,0.0005775339301183945
2019-11-21 10:31:18,0.0005616399887672002
2019-11-21 10:31:45,0.000546448087431694
2019-11-21 10:32:12,0.0005320563979781857
2019-11-21 10:32:39,0.0005184033177812338
2019-11-21 10:33:05,0.0005054334091483447
2019-11-21 10:33:31,0.0004932182490752158
2019-11-21 10:33:58,0.00048146364949446316
2019-11-21 10:34:25,0.00047025628967787447
2019-11-21 10:34:52,0.00045955882352941176
2019-11-21 10:35:17,0.00044943820224719103
2019-11-21 10:35:41,0.00043965706748735987
2019-11-21 10:36:09,0.00043038519474930065
2019-11-21 10:36:34,0.00042140750105351877
2019-11-21 10:37:03,0.000412796697626419
2019-11-21 10:37:30,0.00040461258345134534
2019-11-21 10:37:55,0.0003966679888932963
2019-11-21 10:38:21,0.00038902937171756465
2019-11-21 10:38:47,0.0003817522427944264
2019-11-21 10:39:12,0.0003746721618583739
2019-11-21 10:39:37,0.0003679175864606328
2019-11-21 10:40:01,0.0003614022406938923
2019-11-21 10:40:25,0.0003549875754348598
2019-11-21 10:40:48,0.00034897923573547375
2019-11-21 10:41:13,0.0003429943405933802
2019-11-21 10:41:37,0.0003374388392103931
2019-11-21 10:42:00,0.00033189512114171923
2019-11-21 10:42:24,0.00032658393207054214
2019-11-21 10:42:48,0.0003214400514304082
2019-11-21 10:43:12,0.00031645569620253165
2019-11-21 10:43:40,0.0003115750116840629
2019-11-21 10:44:08,0.0003068896731624981
2019-11-21 10:44:35,0.0003023431594860166
2019-11-21 10:45:00,0.0002978850163836759
2019-11-21 10:45:25,0.0002935995302407516
2019-11-21 10:45:50,0.0002894356005788712
2019-11-21 10:46:15,0.00028538812785388126
2019-11-21 10:46:39,0.0002814126917123962
2019-11-21 10:47:04,0.0002775850104094379
2019-11-21 10:47:28,0.00027386005751061206
2019-11-21 10:47:54,0.00027023375219564923
2019-11-21 10:48:21,0.00026670222696359517
2019-11-21 10:48:47,0.0002631578947368421
2019-11-21 10:49:13,0.0002598752598752599
2019-11-21 10:49:39,0.0002566405748748877
2019-11-21 10:50:05,0.0002534533012292485
2019-11-21 10:50:31,0.00025034422330704717
2019-11-21 10:50:57,0.00024731049833065413
2019-11-21 10:51:24,0.0002443494196701283
2019-11-21 10:51:50,0.00024142926122646064
2019-11-21 10:52:15,0.00023863500775563775
2019-11-21 10:52:39,0.00023587687227267368
2019-11-21 10:53:05,0.00023318176518596245
2019-11-21 10:53:31,0.0002305209774089442
2019-11-21 10:53:58,0.00022794620469569182
2019-11-21 10:54:24,0.00033814247069431923
2019-11-21 10:54:50,0.00033444816053511704
2019-11-21 10:55:15,0.0003308337009263344
2019-11-21 10:55:41,0.00032729653065677506
2019-11-21 10:56:06,0.0003238341968911917
2019-11-21 10:56:30,0.00032047858134814656
2019-11-21 10:56:57,0.0003171582619727244
2019-11-21 10:57:21,0.00031387319522912746
2019-11-21 10:57:46,0.00031071983428275507
2019-11-21 10:58:12,0.00030756612671724423
2019-11-21 10:58:38,0.0003045066991473812
2019-11-21 10:59:02,0.00030150753768844223
2019-11-21 10:59:28,0.0002985668789808917
2019-11-21 10:59:54,0.0002957121734844751
2019-11-21 11:00:20,0.0002928829444498682
2019-11-21 11:00:47,0.0002900792883388126
2019-11-21 11:01:11,0.0003832151753209427
2019-11-21 11:01:35,0.00037968675842429994
2019-11-21 11:02:01,0.0003761873412959654
2019-11-21 11:02:28,0.0003727518404622123
2019-11-21 11:02:52,0.0003693444136657433
2019-11-21 11:03:17,0.00036603221083455345
2019-11-21 11:03:42,0.00036274598712251744
2019-11-21 11:04:06,0.0003596152117234559
2019-11-21 11:04:30,0.00035647446751626416
2019-11-21 11:04:55,0.0003533881084901493
2019-11-21 11:05:21,0.00035035473416834546
2019-11-21 11:05:48,0.00034737299174989145
2019-11-21 11:06:13,0.0003444415740979936
2019-11-21 11:06:38,0.0003415883859948762
2019-11-21 11:07:03,0.00033875338753387534
2019-11-21 11:07:29,0.0003359368438733518
2019-11-21 11:07:55,0.0003331945022907122
2019-11-21 11:08:22,0.00033049657109807487
2019-11-21 11:08:46,0.0003278419801655602
2019-11-21 11:09:13,0.0003252296934710139
2019-11-21 11:09:38,0.00032265870775187547
